Column1	Column2	Column3	Column4	Column5	Column6	Column7	Column8	Column9
Italy	8.9	0.737	1.1	0.9	19.3	0	7.93	0.28
Italy	48.2	16.8	3.5	1.7	153	0	56.1	5.88
Italy	28.1	4.79	14.9	1.9	73	0	36.5	16.7
Italy	1.32	0.389	1.1	0.4	4.5	0	1.58	0.44
Italy	1.37	0.389	1.1	0.5	4.5	0	1.7	0.37
Italy	3.52	0.323	2.9	1	15	0	2.24	0.35
Italy	1.52	0.497	1	0.4	4	0	2.2	0.46
Italy	8.66	0.545	0.7	0.5	25.6	0	2.45	0.67
Italy	14.2	0.817	1.3	0.4	33.6	0	11.7	0.34
Italy	70.1	6.07	11.3	1	214	0	10.7	18.2
Italy	34	6.69	6.6	0.9	109	0	23.4	8.3
Italy	33.3	6.46	6.9	0.9	107	0	20.5	8.58
Italy	171	27.3	64.8	7.1	607	0	102	77.1
Italy	2.75	1.63	1.3	0.3	13.9	0	3.15	0.48
Italy	2.48	1.65	1.5	0.4	14.1	0	3.35	0.43
Italy	2.63	1.68	1.5	0.4	14.1	0	2.99	0.46
Italy	58.8	20.5	14.6	1.9	237	0	55.4	9.87
Italy	58.1	3.84	4.1	0.5	180	0	8.4	8.53
Italy	306	16.3	19.8	3.5	1017	0	56.6	18.5
Italy	307	16.5	19.5	3.5	1019.04	0	57.4	18.7
Italy	61.1	19.4	7	0.9	259	0	15.6	13.7
Italy	53.4	29.3	5.8	1	305	0	3.96	2.47
Italy	29.6	16.2	1.3	0.5	157	0	9.9	1.58
Italy	37.6	12.8	1.8	0.6	148	0	19.5	2.56
Italy	58.6	4.99	1.7	0.3	198	0	1.68	2.94
Italy	57.9	5.03	1.4	0.3	198	0	1.7	2.99
Italy	41.8	4.41	12.2	0.2	134	0	25.7	8.37
Italy	48.3	29.5	74	2.8	347	0	112	10.8
Italy	55.7	23.9	3.1	0.6	190	0	82.1	1.63
Italy	11.9	3.63	2.3	0.8	45.6	0	7.81	1.33
Italy	93.2	28.7	8.7	0.8	356	0	70.1	7.27
Italy	89.2	33.5	10.2	0.8	351	0	90.9	6.69
Italy	103	3.6	10.9	1.8	292	0	22.1	20.2
Italy	89	3.88	17.2	1.6	269	0	27.8	21.8
Italy	85	3.74	16.2	1.4	261	0	27.7	20.8
Italy	14	0.786	1.4	0.3	36	0	10.8	0.27
Italy	2.45	0.554	1.8	0.4	4.3	0	3.41	1.09
Italy	26.3	10	4.5	0.7	101	0	30	4.8
Italy	27.9	10.1	4.5	0.7	101	0	33.5	4.97
Italy	103	6.59	8.6	0.6	335	0	12.2	16.9
Italy	102	6.75	9.4	1	314	0	12.9	17.1
Italy	11.8	0.84	3.3	0.2	38.9	0	2.23	5.04
Italy	30.5	18.8	31.7	1.4	210	0	33.7	19.7
Italy	44	25.4	51.4	1.8	310	0	39	33.8
Italy	38	10.1	8.5	0.9	153	0	25.3	6.07
Italy	65.6	35.6	117	2.4	427	0	74.7	106
Italy	450	6.1	7.6	2	1327	0	34.8	21.9
Italy	55.4	1.81	5.6	0.5	169	0	8.84	10.8
Italy	32.4	14.2	0.7	0.3	146	0	20	0.6
Italy	86.7	16.9	4.2	1.4	331	0	23.8	6.58
Italy	87.1	17	4.2	1.4	332	0	23.8	6.57
Italy	84	26.1	14	2.2	372	0	36	10.1
Italy	71.5	24.9	15	1.5	363	0	19.4	7.7225
Italy	219	75.7	167	12.1	920	0	38.5	323
Italy	193	26.6	18.3	3.9	716	0	15.1	25.6
Italy	370	24.4	51.7	47.2	1391	0	3.775	17.9
Italy	313	13.2	8.4	2.3	1003	0	5.33	8.64
Italy	57.7	13.8	3.2	1.1	244	0	3.46	6.27
Italy	142	53.3	120	49.6	937	0	109	37.6
Italy	69.7	1.38	3.2	0.8	217	0	1.92	5.61
Italy	131	6.45	17.8	1.6	391	0	44.3	26.9
Italy	71.2	24.6	14.7	1.7	355	0	19.5	7.79
Italy	83.9	28.9	3	1.4	315	0	87	2.91
Italy	82.6	27.1	2.7	1.1	300	0	90.2	2.52
Italy	48.9	28.3	5.9	0.9	303	0	4.04	2.47
Italy	48	28.2	5.9	0.9	301	0	4.02	2.51
Italy	84.1	4.53	5.5	0.5	282	0	5.69	9.95
Italy	5.18	3.42	13	0.8	29.8	0	11.2	10.3
Italy	76.4	17.8	50	65.5	432	0	40.4	47.3
Italy	78.7	28	30.9	52.3	461	0	39.1	18.2
Italy	54.7	8.68	2	0.4	184	0	23	0.95
Italy	83.8	10.7	49.3	2.4	384	0	12.4	26.5
Italy	90.8	24.2	39.7	65.2	493	0	29.2	30.2
Italy	35.7	11	50.2	30.1	283	0	16.7	18.5
Italy	7.42	6.09	21.5	1.2	36.6	0	5.93	36.3
Italy	7.46	6.11	19.8	1.2	34.7	0	6.15	37
Italy	30.5	11.9	109	2.2	109	0	19.6	166
Italy	27.7	12.3	60.1	2.4	119	0	13.2	95.3
Italy	30.6	11.7	109	2.2	109	0	19.3	163
Italy	26	11.9	54.3	2.5	116	0	12.3	84
Italy	48.2	16	47.4	2.9	220	0	32.4	62
Italy	25.9	16	40.7	2.1	125	0	30.1	66.5
Italy	19.6	16.1	39.1	1.8	103	0	26.3	66.5
Italy	25.4	16.3	39.3	2.1	124	0	30.1	66.6
Italy	18.9	16.4	38.1	1.8	94.3	0	29.3	68.6
Italy	26.5	16.1	39.2	2.1	125	0	30.1	66.7
Italy	9.83	4.33	82	1.3	125	0	16.3	73.1
Italy	12.5	8.32	26.5	1.3	51.9	0	12.9	42.4
Italy	4.2	2.53	24.5	0.4	40	0	6.14	26.2
Italy	1.79	2.18	28.5	0.2	35.5	0	4.6	28.7
Italy	3.44	2.03	19.5	0.3	32.2	0	5.05	20.5
Italy	44.8	18.6	22.3	2.1	214	0	25.2	26.7
Italy	3.87	3.18	11	0.5	27.7	0	9.08	8.65
Italy	39.3	11.8	16.8	1.6	157	0	23.6	22.7
Italy	15.7	5.5	6.7	1.3	65.2	0	9.93	7.43
Italy	10.1	8.19	35	8	83	0	35.3	29.4
Italy	2.56	1.14	5.6	0.4	4.7	0	4.91	9.15
Italy	7.58	4.84	7.8	1	39.7	0	7.54	10.7
Italy	11.3	5.63	9.9	1.3	53.8	0	9.69	13.1
Italy	6.21	1.52	8.5	0.6	24.9	0	5.21	11.4
Italy	28.6	8.5	11.3	1.2	94.2	0	31.4	16
Italy	51.8	14.3	14.7	1.8	181	0	36.2	22.4
Italy	38.9	11.6	40.6	29.6	279	0	14.6	25
Italy	213	34.4	222	46.6	1256	0	136	34.2
Italy	218	45.1	428	85.2	1665	0	321	87
Italy	135	13.2	4.4	1.1	469	0	4.33	5.99
Italy	267	20.9	49.8	38.6	1115	0	5.48	17.9
Italy	98	4.62	18	2.1	308	0	26.2	22
Italy	102	4.56	16.9	1.9	313	0	21.2	21.9
Italy	57.4	0.766	1.4	0.3	172	0	1.86	3.55
Italy	57.5	0.78	1.6	0.5	171	0	1.85	3.57
Italy	63	5.07	3	0.6	199	0	12.1	5.1
Italy	64	5.09	2.9	0.6	200	0	12.2	5.35
Italy	71.8	5.11	4.7	0.9	235	0	6.07	7.11
Italy	77.3	4.99	4	1.1	254	0	4.18	4.79
Italy	138	5.05	9.2	1.4	383	0	36.5	15.5
Italy	39.1	4.36	9.7	0.2	134	0	26.6	3.8
Italy	134	20.9	27	1.4	429	0	68.9	31.2
Italy	33.6	5.15	2.1	0.6	115	0	10.5	3.24
Italy	112	39.4	15.2	1.1	261	0	230	26.1
Italy	40.9	4.93	1.8	0.8	138	0	5.64	3.16
Italy	47.3	18.1	0.5	0.2	228	0	6.9775	0.74
Italy	12.7	3.38	1.2	0.8	48.5	0	5.16	1.79
Italy	101	4.41	15.7	1.8	314	0	20.5	21.6
Italy	5.53	0.947	1.8	0.6	14.3	0	3.89	2.11
Italy	14.9	0.92	1.3	0.3	37.7	0	11.4	0.32
Italy	9.56	2.86	1.1	0.5	33.3	0	6.72	0.25
Italy	8.26	2.78	4.6	0.2	29.5	0	3.22	9.97
Italy	15.6	5.15	12.2	17.3	84.9	0	6.39	10.8
Italy	29.6	2.49	1.3	1.9	60.4	0	38.5	0.51
Italy	4.67	2.73	51	1.2	15	0	4.17	86.7
Italy	113	23.1	37.1	1.5	317	0	147	39.1
Italy	19.1	2.98	2.6	2.5	50.7	0	18	3.06
Italy	510	55.8	0.5	2.4	179	0	1356	0.21
Italy	437	53.6	0.7	2.6	161	0	1200	0.2675
Italy	37.1	4.81	3.5	0.3	125	0	13	5.9
Italy	10.2	4.96	2.8	0.5	47.9	0	5.16	2.52
Italy	4.4	0.885	4	0.7	17.3	0	5.7	0.37
Italy	4.34	0.85	3.4	0.7	16.1	0	4.92	0.39
Italy	24.2	2.13	3.5	1.6	78.5	0	14.3	0.42
Italy	32	5.46	3.9	0.7	134	0	1.76	1.31
Italy	69.4	13.8	7.4	0.7	276	0	21	5.48
Italy	53	6.61	4.5	2.8	104	0	86.6	2.2
Italy	2.83	0.493	1.4	0.6	6.6	0	4.31	0.29
Italy	19.2	5.25	2	1.7	54.7	0	28.6	0.54
Italy	95.1	25.2	7.3	0.8	329	0	107	3.55
Italy	1.26	0.258	1.3	0.5	3.5	0	2.37	0.38
Italy	32.6	5.56	3.9	0.7	134	0	1.79	1.36
Italy	27.8	5.32	2.8	0.9	90.4	0	17.9	4.55
Italy	65.8	6.84	3	0.3	229	0	12.9	4.79
Italy	41.5	12.6	1.3	0.6	181	0	8.83	2.15
Italy	50.9	4.61	2.5	0.2	173	0	9.03	3.88
Italy	38.3	5.35	5.6	1	131	0	17.8	7.21
Italy	22.1	8.06	1.3	0.6	85.5	0	21.2	0.81
Italy	2.8	0.48	1.6	0.7	5.9	0	4.3	0.35
Italy	190	43.7	1.5	0.4	236	0	430	0.44
Italy	121	13.6	10.5	2	271	0	129	11.8
Italy	309	68.3	2.5	0.7	234	0	844	0.58
Italy	160	62.7	148	40.8	1000	0	170	41.1
Italy	71.6	3.67	3.2	0.8	197	0	22	6.14
Italy	61.9	14.8	3.5	1.3	240	0	3.52	6.4
Italy	26.5	14.6	0.6	0.2	143	0	4.27	0.77
Italy	26.7	14.7	0.4	0.2	147	0	3.17	0.29
Italy	77.6	9.41	2.7	1	225	0	52	4.3
Italy	70.6	1.09	3.2	0.8	221	0	2.21	6.28
Italy	27.9	5.25	3	1.2	90.8	0	18.1	4.61
Italy	77.6	28.7	3.6	0.9	269	0	64.2	4.91
Italy	27.1	7.76	34.3	23.2	205	0	7.57	13.3
Italy	81.1	31.2	1.3	1.2	232	0	145	1
Italy	65.9	5.86	1.6	2.4	95.2	0	119	0.41
Latvia	44.6	22.6	83.8	4.7	63.6	0	111	170
Latvia	46.2	23.4	87.1	4.9	72	0	113	176
Latvia	169	83	336	16.3	205	0	435	675
Lithuania	63.8	12.6	3.1	1.4	241	0	20.7	6.43
Lithuania	69.3	13.5	2.7	1.5	242	0	21.6	6.9625
Lithuania	168	64.5	148	7.6	342	0	448	197
Lithuania	72.8	15.9	309	5.3	338	0	14.2	474
Lithuania	82.9	17.5	323	5.5	347	0	15.3	479
Lithuania	34.9	6.65	3.6	0.5	149	0	4.74	0.98
Lithuania	52.4	13.2	64.4	2.4	362	0	13.9	23
Lithuania	213	55.9	439	6.3	194	0	39.4	1081
Lithuania	222	61.3	449	6.3	195	0	41.5	1141
Lithuania	192	70.2	54.9	17.2	96	0	780	41.5
Lithuania	188	68.3	54.1	17.1	98.9	0	768	34.8
Lithuania	570	234	1790	27.9	314	0	970	3405
Lithuania	462	192	1500	23.7	351	0	825	2752
Lithuania	57.5	14.8	8.5	4.2	264	0	13.4	3.05
Lithuania	61.3	15.1	5.5	0.9	239	0	15.4	10.1
Lithuania	62.3	15.8	4.9	0.8	241	0	15.5	10.2
Lithuania	13.2	20.4	9.8	31.2	87.9	0	21.2	56.9
Luxembourg	328	108	60.8	25.3	1166.95	0	306	72.6
Luxembourg	83.1	32.9	35.3	7.5	346	0	137	14.7
Luxembourg	168	61.3	27	15.4	482	0	311	28.2
Luxembourg	102	5.67	3.6	0.8	286	0	34.6	8.41
Moldova	150	50.4	52.2	7.9	585	0	168	15.7
Moldova	207	96.2	413	16.5	686	0	1020	83.9
Moldova	90.2	41.8	510	19.1	383	0	343	558
Moldova	64.8	93.7	348	7.9	572	0	362	276
Montenegro	18.4	3.93	1.8	0.4	70.7	0	5.51	0.97
Montenegro	36.8	1.9	1.2	0.3	114	0	3.52	0.89
Montenegro	38.8	2.32	0.9	0.3	123	0	2.45	0.9
Montenegro	202	44.3	244	7.9	1069	0	276	46
Montenegro	32.9	0.925	2.6	0.3	108	0	2.47	0.58
Netherlands	46	3.33	9.6	0.7	173	0	0.01	10.6
Netherlands	122	17.7	5.4	3.1	366	0	75.9	13.8
Netherlands	122	17.1	5.5	3	360	0	64.5	12.4
Netherlands	130	19.3	6	3.5	383	0	78	14.1
Netherlands	128	19	6	3.2	380	0	79.6	14.3
Netherlands	129	19.5	5.9	3.4	382	0	78.3	14.1
Netherlands	129	19.2	5.8	3.3	382	0	78	14.1
Netherlands	52.6	5	9.6	1.3	180	0	7.73	12.8
Netherlands	52.6	4.9	9.6	0.9	179	0	7.71	12.9
Netherlands	72.8	8.54	3.8	1.7	242	0	19.9	4.17
Norway	29.4	30.7	481	16.5	300	0	9.56	699
Norway	10.8	0.47	1.4	0.6	35.5	0	2.99	0.39
Norway	5.03	0.307	1.9	0.5	5.7	0	6.92	1.49
Norway	2.4	0.393	1.4	0.5	8	0	2.34	1.13
Norway	6.43	1.13	115	0.5	310	0	6.16	14.1
Norway	6.29	1.16	7.5	0.6	14.3	0	6.25	14.1
Norway	53.5	7.65	22.1	5.6	208	0	30.4	12
Norway	17.1	0.698	277	0.2	730	0	2.18	19.1
Norway	2.35	0.329	1.7	0.3	8	0	2.48	1.26
Norway	0.93	0.339	1.5	0.3	4	0	0.93	1.96
Poland	55.2	16.3	38.3	2.7	355	0	0.05	2.55
Poland	77.2	25	16.8	2.6	410	0	0.02	3.49
Poland	71.5	30.6	50.7	4.4	499	0	11.66	10.3
Poland	79.8	31.3	50.8	5.1	514	0	10.8	10.9
Poland	228	260	369	13.5	3097	0	2.29	1.75
Poland	147	15.5	36.5	24.9	613	0	31.5	5.81
Poland	95.9	16	6.1	1.6	294	0	36	19
Poland	357	72.2	148	10.9	1786	0	16.5	2.82
Poland	69.9	31.9	9.2	3.6	337	0	38.8	7.18
Poland	408	56.1	56.3	7.7	1692	0	8.65	6.16
Poland	234	24.8	62.1	38.6	1028	0	29.2	2.93
Poland	130	28.8	28.7	9.6	372	0	146	36.8
Poland	164	173	218	5.3	1904	0	11.1	0.96
Poland	166	50.5	904	13.3	479	0	44.7	1500
Poland	107	61.4	719	19.4	2175	0	265	84.2
Poland	82	27.8	381	10.2	1071	0	28.5	172
Poland	94.6	14.6	6.4	4.6	336	0	20.3	3.87
Poland	121	20.1	17.3	1.9	419	0	44.8	17.4
Poland	58.6	28.7	2.3	1.2	282	0	27.1	3.38
Poland	112	55.6	446	12.4	1594	0	134	33.2
Poland	129	23.8	11.5	4.5	545	0	0.5	1.6
Poland	37.6	14.3	94.8	10.7	340	0	9.78	63.4
Poland	114	20.8	10.5	3.6	456	0	5.96	7.1
Poland	92.9	19.2	30	6	424	0	2.83	18.2
Poland	47.1	18.1	15.9	1.5	227	0	35.1	2.45
Poland	38.1	13.6	62	9.6	318	0	1.22	29.5
Poland	37.6	5.59	10.1	2.1	136	0	19.4	4.35
Poland	103	13.7	13.1	3.3	414	0	0.07	1.82
Poland	38.1	14.2	87	2.1	363	0	37.6	15.1
Poland	135	64.5	151	4.9	1119	0	23.6	5.15
Poland	169	85.7	146	12.9	1332	0	30.7	10.6
Poland	288	28.5	82.2	32.6	1272	0	35.9	9.39
Poland	304	56.1	20	3.8	1263	0	38.3	3.09
Poland	161	128	68	7.6	1346	0	27.6	0.41
Poland	396	75.2	47.6	4.7	1696	0	24.8	5.63
Poland	89.5	16.4	7	2.6	358	0	0.89	3.75
Poland	62.4	19.2	143	10	401	0	10.8	141
Poland	48.6	4.67	3.2	1.5	167	0	6.71	1.36
Poland	79.8	11.6	6.3	1.9	289	0	14.6	2.68
Poland	116	24.5	40.3	4.8	442	0	8.72	74
Poland	106	21.6	6	4.9	378	0	44.2	8.08
Poland	168	138	118	12.1	1523	0	28.5	11.7
Poland	134	18.8	17.1	2.9	307	0	128	47.5
Poland	210	32.6	15.4	3.4	822	0	22.6	1.37
Poland	214	31.1	12.3	3	818	0	26.8	1.26
Poland	333	52.5	111	49.3	1670	0	28.4	3.02
Poland	36.5	6.2	14.2	3	86.6	0	32.4	28.5
Portugal	145	30	77.9	3	810	0	7.01	10.9
Portugal	1.6	0.527	4.9	0.5	11.5	0	0.79	4.7025
Portugal	5.32	0.661	52	1.3	148	0	6.59	3.14
Portugal	4.76	0.61	50.2	1.2	141	0	7.17	3.2
Portugal	38.1	9.49	387	22.8	1147	0	19	19.3
Portugal	80	14.5	572	42.5	1897.99	0	6.97	29.8
Portugal	105	24.6	579	28.6	2059	0	5.33	25.6
Portugal	106	24.3	578	28.3	2061	0	5.76	25.6
Portugal	6.7	1.79	14.5	0.9	50.5	0	4.41	7.45
Portugal	115	33.1	704	55	2182	0	0.13	125
Portugal	2.82	2.01	11.6	0.9	32	0	8.5	5.29
Portugal	1.95	0.411	4.3	0.3	12.2	0	0.48	2.37
Portugal	0.706	1.64	6.3	0.7	9.6	0	1.36	9.38
Portugal	15.3	11.6	10.5	6.6	109	0	2.91	16.8
Portugal	0.652	1.08	5.4	0.3	3.5	0	1.21	9.55
Portugal	1.86	0.619	5.1	0.3	14.7	0	0.91	2.65
Portugal	0.434	0.753	3.8	0.3	1	0	2.14	7.39
Portugal	0.812	0.515	5.3	1.9	4.6	0	2.88	7.38
Portugal	27.3	4.45	27.3	5.3	136	0	4.33	29.7
Portugal	22.3	21.7	88	4.9	33.1	0	135	134
Portugal	120	31.2	174	4.9	455	0	104	237
Portugal	114	30.9	176	5	449	0	101	238
Portugal	99.9	29.5	35.6	0.5	378	0	20	80.4
Portugal	1.2	0.072	109	1.8	160	0	53.3	38.2
Romania	8.38	2.4	2.7	1.5	34.2	0	6.41	0.43
Romania	8.59	2.38	2.9	1.2	33.6	0	6.53	0.43
Romania	48.7	12.3	128	7.3	315	0	22.4	107
Romania	49.4	12.1	125	7.4	311	0	23.6	103
Romania	250	92.4	252	9.7	1415	0	0.19	282
Romania	251	91.7	256	9.7	1422	0	0.06	288
Romania	390	115	85.8	14.3	1887	0	14	24.4
Romania	362	111	77.2	15	1885	0	14	23.3
Romania	63.4	31.4	2.7	1.2	331	0	10.7	1.05
Romania	15.1	3.31	1.4	1.1	64.1	0	2.36	0.38
Romania	15.1	3.31	1.4	1.2	63.5	0	2.37	0.37
Romania	111	14.1	113	6.5	547	0	22.8	69.5
Romania	265	44.1	225	17.7	1584	0	10.6	58.9
Romania	182	44.9	239	23.6	1340	0	9.64	64.4
Romania	322	10.3	18.1	3.1	982	0	34.1	6.13
Romania	317	13.3	28.3	3.5	1082	0	29.4	9
Romania	62	1.58	1.1	0.8	197	0	7.87	0.18
Romania	242	88.8	209	35	1650	0	19.3	76.6
Romania	123	57.8	69.9	10.8	871	0	0.1	14
Romania	101	42.4	61.4	8.8	683	0	0.79	12.8
Russia	99.4	42.2	1116	20	288	0	1402	887
Russia	36.1	33.8	137	7.5	330	0	191	47.9
Russia	110	30.8	6.7	1.2	318	0	22.1	92.6
Russia	335	55.3	764	65.9	1374	0	1292	343
Russia	83.2	36.3	979	18	274	0	1395	630
Russia	5.36	4.05	268	11.1	602	0	84.5	13
Russia	138	72.5	1378	21.7	162	0	39.3	2569
Russia	369	90.6	130	8.6	1352	0	385	116
Russia	31.5	12	10.9	1.5	173	0	8.03	3.2
Russia	65	39.7	2970	28.1	5655.97	0	3.87	1414
Serbia	28.3	12.8	409	7.4	1183	0	0.32	18.9
Serbia	78.5	28.3	33.9	2.1	440	0	18	5.23
Serbia	47.8	15.2	3.1	1	200	0	15.8	1.88
Serbia	90.6	22.6	92.4	17.2	521	0	80.5	28.4
Serbia	22.2	19.9	412	3.6	768	0	0.35	287
Serbia	77	45.6	6.9	3.5	427	0	29.5	5.53
Serbia	241	19.7	55	5.1	956	0	9.61	15.4
Serbia	78.3	14.8	41.5	3.1	392	0	13	7.5
Serbia	76.3	55.4	241	35.1	1177	0	29.1	15.5
Serbia	26.3	324	120	8.4	2047	0	0.02	12.8
Serbia	58.7	20.7	3.4	0.8	275	0	7.26	1.97
Serbia	85.4	20.6	1216	52	3290	0	173	54.1
Serbia	83	38.7	1.8	0.6	401	0	22.2	1.35
Slovakia	103	127	2054	39.9	6047	0	335	63
Slovakia	61.2	65.9	8160	177	16110	0	19	3627
Slovakia	164	42.4	395	42.6	1339	0	359	20.4
Slovakia	158	42.4	383	42.2	1315	0	358	20.4
Slovakia	369	76.6	91.9	20	1392	0	201	71.7
Slovakia	353	60.3	20	5.8	1472	0	1.84	3.54
Slovakia	41	44.8	658	16.4	1997	0	111	27.8
Slovakia	426	124	96.7	16.9	1738.98	0	349	34.1
Slovakia	283	67.6	62.3	14.6	1286	0	88.5	8.96
Slovakia	564	153	8.8	6.9	1000	0	1277	2.15
Slovakia	153	179	210	5.1	1935	0	11.5	9.44
Slovakia	13.8	4	15.1	2.7	37.2	0	13.8	18.1
Slovakia	250	78.5	22.5	1.4	1163	0	23	22.2
Slovakia	438	156	240	36.5	2363	0	146	109
Slovakia	166	49.4	255	54.8	895	0	221	189
Slovakia	495	137	8.3	6.3	872	0	1140	2.01
Slovakia	234	247	809	24	3999	0	12.9	41.6
Slovakia	261	82.5	114	15.3	749	0	588	38.2
Slovenia	62.3	35.4	2.3	0.2	350	0	7.65	1.82
Slovenia	79.6	30	5.3	0.7	377	0	1.63	9.255
Slovenia	111	44.8	519	74.4	1919	0	62.1	39.9
Slovenia	198	93.8	412	69.3	2197	0	71.8	2.55
Slovenia	203	93.3	409	66.6	2134	0	72.7	2.49
Slovenia	86.9	112	129	1.6	940	0	195	6.21
Slovenia	402	1000	1670	14.9	7350	0	2252	60.1
Slovenia	60.2	11.7	10.2	1.2	272	0	2.93	1.88
Slovenia	63.4	20.1	3.4	0.9	253	0	13.4	9.61
Slovenia	82.5	34.5	1.6	0.6	387	0	17.9	1.39
Slovenia	57.9	31.2	1.3	0.4	296	0	16.4	0.99
Slovenia	73.2	37.9	2	1.1	379	0	13.1	3.3
Slovenia	82.7	72.7	54.9	0.9	644	0	98.4	3.67
Slovenia	57.2	20.2	3.4	0.7	258	0	7.76	3.69
Spain	14.2	6.3	4.3	0.4	51.8	0	7.44	6.73
Spain	1.86	1.85	12	1.1	5.9	0	4.95	16.4
Spain	42.3	11	13.7	0.8	127	0	4.72	42
Spain	50.1	24.7	1.9	0.2	244	0	15.6	2.79
Spain	79.4	3.3	2.7	1.3	244	0	3.02	4.75
Spain	76.9	3.53	3.4	1.2	252	0	3.01	5.27
Spain	27.5	8.12	7.9	0.6	124	0	8.29	5.4525
Spain	46.6	6.11	2.9	0.5	148	0	14.2	5.29
Spain	60	27.1	5	1.1	280	0	21.6	8.14
Spain	19	6.81	1154	45.7	2024	0	57.1	597
Spain	25.8	8.45	1190	48.5	2117	0	45.8	597
Spain	30.1	9.83	39	1.5	203	0	6.39	14.5
Spain	77.5	20.2	2.3	0.5	311	0	14.3	3.53
Spain	86.3	16	16.2	1.3	268	0	22.6	38
Spain	31.2	9.4	0.9	0.3	137	0	3.34	0.4
Spain	19	27.1	6.8	1.1	181	0	7.39	10.48
Spain	91	7.9	7.9	1.1	278	0	19	14.29
Spain	42.1	7.73	9.9	1.8	149	0	7.54	13.24
Spain	42.7	1.01	1.6	0.7	132	0	0.54	2.39
Spain	32.5	2.25	76	1.2	249	0	8.77	31.1
Spain	51.4	3.13	10.4	0.9	142	0	15.9	19.9
Spain	60.4	33.8	40.6	9.6	400	0	6.91	24.2
Spain	1.89	1.62	4.7	0.5	9.1	0	2.36	7.28
Spain	65.6	18.5	0.9	0.4	257	0	20.8	1.63
Spain	102	41.7	40.7	2.2	299	0	154	64.2
Spain	26.2	9.29	7.7	1	106	0	17.5	6.74
Spain	11.6	9.23	43.1	5.6	76.9	0	13.8	52.6
Spain	79.5	41	2	0.4	391	0	29.1	4.59
Spain	68.8	17	9.7	0.7	200	0	60.9	17.1
Spain	47.7	18.8	1.5	0.2	161	0	53.4	2.65
Spain	7.67	5.63	44.5	4.7	152	0	1.61	15.1
Spain	69.9	26.1	12.6	0.4	311	0	11.4	19.4
Spain	40.3	29.6	24.7	1.7	209	0	42	41.2
Spain	75.2	7.86	3.7	0.2	242	0	7.49	6.83
Spain	73.5	10.8	14.5	4.2	228	0	56.8	8.3
Spain	6.44	0.98	1.6	0.4	23.8	0	0.38	0.6
Spain	3.44	1.26	2	0.3	10.5	0	1.38	2.12
Spain	4.97	0.017	16.9	0.4	30.1	0	18.7	2.97
Spain	8.36	2.22	28.8	0.9	95.6	0	4.12	8.06
Spain	84.9	2.83	2.2	0.3	242	0	6.64	4.19
Spain	87.9	23.3	18.6	1.1	299	0	45.3	35.6
Spain	87.6	23.1	19.5	0.9	299	0	45.2	35.5
Spain	24.7	14.5	30.5	1.5	220	0	8.39	3.35
Spain	38.7	9.05	13.4	1.1	143	0	14.6	16
Spain	32.8	4.69	7.9	1.9	97.4	0	15.2	9.09
Spain	22.1	1.79	114	3.5	303	0	14.4	29.4
Spain	86.5	24.7	5.3	0.9	317	0	30.7	12.7
Spain	75.1	16.5	83.8	1.5	250	0	36.9	141
Spain	83.4	41.3	1.7	0.4	407	0	27.6	3.82
Spain	0.924	0.528	2.6	0.2	1	0	0.72	4.59
Spain	14.5	11.1	26.6	4.5	90.8	0	15.9	29.9
Spain	14.9	11	26.5	4.6	90.6	0	14.3	28.9
Spain	40	13.5	10.3	0.8	149	0	6.69	19.1
Spain	17.1	3.18	105	2.8	53	0	20	166
Spain	17.7	3.31	112	2.9	54.2	0	21.5	175
Spain	20.7	12.8	585	50.9	1766	0	3.25	25.8
Spain	6.92	3.69	60	2.7	173	0	7.4	11.3
Spain	31.3	15.9	57.2	10.5	322	0	1.92	5.62
Spain	69.7	4.21	1.6	0.3	220	0	8.38	1.54
Sweden	2.77	0.637	224	1.4	540	0	4.15	28.5
Sweden	2.73	0.608	210	1.3	532	0	4.3	16.4
Sweden	19	15.2	159	74.3	558	0	16.5	47.1
Sweden	30.8	6.73	313	3	670	0	17.5	154
Sweden	66.2	4.37	6.8	2.5	218	0	6.44	7.98
Sweden	18.7	4.48	5.9	1.3	57.6	0	10.5	12.3
Sweden	2.88	0.793	1.6	0.7	13.9	0	1.69	0.82
Sweden	16.6	7.29	115	48.8	424	0	11.8	24.2
Sweden	31	3.05	3.5	1.9	101	0	12	3.4
Sweden	19.02	3.38	12.1	1.5	53.8	0	13.2	20.8
Switzerland	406	51.3	9.8	1.1	363	0	935	8.26
Switzerland	156	46	80.8	3.8	813	0	98.9	13.3
Switzerland	472	106	3.4	2	278	0	1403	3.45
Switzerland	216	61.8	3.8	2.1	255	0	584	3.24
Switzerland	103	19.7	6.5	0.9	375	0	13.4	10.1
Switzerland	98.4	20.8	6.6	1	384	0	13.2	9.73
Switzerland	518	34.6	6.1	1.5	292	0	1204	7.31
Switzerland	494	32.8	5.9	1.4	296	0	1120	8.035
Switzerland	318	69.8	5.2	2.2	253	0	874	17.7
Switzerland	119	41.2	19	2.2	308	0	220	14.4
Turkey o Georgia	4.43	1.64	6.2	2	22.3	0	7.96	4.03
Turkey o Georgia	29.5	22.6	1847	16.6	4272	0	3.39	378
Turkey o Georgia	52	15.6	982	31.3	2591	0	2.74	124
Turkey o Georgia	38.6	7.5	1.1	0.3	138	0	7.83	1.84
