Column1	Column2	Column3	Column4	Column5	Column6	Column7	Column8	Column9
Turkey o Georgia	3.05	0.627	1.4	0.6	11.3	0	2.82	0.49
Turkey o Georgia	5.97	2.3	5.9	2.3	26.6	0	10.4	4.23
Turkey o Georgia	96.1	46.7	1461	35.4	3874	0	0.54	357
U.K.	19.2	5.12	13.4	1	48	0	19.4	19.8
U.K.	13.8	3.05	11.9	2.6	17.8	0	13.3	16.8
U.K.	57.3	20.1	24.2	1.1	254	0	13	36.8
U.K.	3.7	2.43	7.7	2	24	0	4.95	7.77
U.K.	41.9	10.9	5.7	0.7	173	0	5.77	4.89
U.K.	97.4	14.2	13.9	1.6	315	0	17.3	19.4
U.K.	55.9	8.59	27.1	1.6	229	0	10.9	11.9
U.K.	35.9	19	16.8	1.3	131	0	34.4	33.9
U.K.	12.5	4.55	79.4	1.9	257	0	7.37	7.56
U.K.	60.1	23.8	36.2	5.1	266	0	23.6	61.6
U.K.	23.8	5.55	6.7	0.6	90.2	0	9.07	6.805
U.K.	74.7	12.5	55.2	2.7	163	0	0.32	159
U.K.	24.3	5.75	7.2	0.7	94.3	0	8.68	6.84
U.K.	22.5	12.5	20.8	1	154	0	7.25	13.7
U.K.	83.3	34.2	27.5	2.3	369	0	42.4	40.8
U.K.	57.9	15.6	5.8	0.6	235	0	9.11	9.21
U.K.	11.8	3.24	8.9	2.1	31.9	0	10.2	12.3
U.K.	62.6	5.59	28	7.2	190	0	55.8	19.9
U.K.	75.9	8.33	36.3	7.2	264	0	57.2	24.5
U.K.	56.3	17.4	7	3.6	217	0	7.58	26.9
U.K.	48.4	13.3	53.2	2.9	255	0	22	45.3
U.K.	56.3	8.81	26.7	1.6	233	0	11.4	11.7
U.K.	99.5	40.4	12.9	5.3	285	0	124	40.4
U.K.	35.8	5.36	7.1	6.1	118	0	3.3	19.1
U.K.	66.9	28.9	48.4	4.8	345	0	28.4	58
U.K.	120	3.54	14.6	1.6	310	0	19.9	29.4
U.K.	107	3.27	8.1	2.2	261	0	18.9	17.9
U.K.	33.3	15.1	8.1	1.2	138	0	11.4	14.6
U.K.	27.2	6.9	5.8	0.8	101	0	8.75	7.42
U.K.	30.9	11.5	89.7	4.2	300	0	10.8	57
U.K.	9.01	2.52	8	2.2	22.1	0	9.67	12.1
U.K.	49.6	14	33.4	2	245	0	8.69	31.8
U.K.	13	1.8	4.6	0.7	45	0	5.37	5.89
U.K.	64.5	10.8	17.2	1.7	215	0	28.5	25.4
U.K.	46	15.8	18.2	1.5	247	0	3.7175	10.2
U.K.	28	12.4	14.4	0.1	117	0	12.4	12.3
U.K.	33.2	16.5	186	2.2	204	0	257	79.6
U.K.	46.2	36.8	24.7	1.7	289	0	39.1	33.3
Ukraine	134	8.57	1250	39	3626	0	0.54	73.2
Ukraine	34.3	9.68	1050	9.6	413	0	152	1371
Ukraine	80.2	15.9	2016	34.6	5157	0	1.6	343
Ukraine	78.3	20.9	25.1	9.1	417	0	17.7	0.89
Ukraine	3.53	1.43	156	2.6	135	0	27.5	154
Ukraine	44.6	58.9	1102	25.6	469	0	293	1531
Ukraine	15.1	6.23	573	10.6	325	0	83.9	685
Ukraine	160	12.8	1420	36.9	4103	0	3.96	89.4
Ukraine	55.6	22.6	40.7	15.1	366	0	19.2	16.8
Ukraine	19.5	4.47	13.1	0.8	91.5	0	6.69	6.44
Ukraine	4.46	1.3	93.2	1.9	148	0	7.66	69.8
Ukraine	20.4	9.23	6.1	0.9	98.1	0	13.5	3.63
Ukraine	45.7	7.23	108	7.3	382	0	7.41	54.4
Ukraine	84.1	12.8	525	41	1579	0	49.8	86.8
Ukraine	599	45.5	1663	35.6	3150	0	1.96	1826
Ukraine	93.8	11.2	1619	28.2	4196	0	1.72	272
Ukraine	74.9	13.9	17.8	8.4	335	0	0.1	3.01
Ukraine	103	18	22.2	9.5	457	0	0.01	2.76
Ukraine	10.7	4.35	372	2.3	795	0	0.02	148
Ukraine	79.8	6.04	4.3	1.1	232	0	19.1	4.53
Ukraine	77.2	10.7	19.8	4.4	192	0	60.9	27.6
Ukraine	33.5	6.66	98	2.1	347	0	20.7	13.5
Ukraine	66.9	31.7	550	25	259	0	241	749
Ukraine	4.15	2	850	5.1	811	0	58.5	845
Ukraine	90.6	12.1	15	7.1	366	0	6.66	2.28

